StudentId,SchoolId,StudentSpecialId,StundentName,ParentName,Address,City,ContactNumber,ClasssNumber,ClassId,DivisionId,BusId,TripNo,FilePath,TimeStamp,StudentGuid,IsActive,ParentId,State,Gender,BloodGroup,ParentEmail,PostalCode,DOB,Aadhaar,BioNumber
10235,10085,23,Parvathy S,Sonimon,sea bhavan
vadakkumthala
karunagapalli,Kollam,9605150559,NULL,104,197,1,NULL,NULL,2017-09-05 02:51:44.407,6C412372-B6E1-48F6-A172-47A98CD0B7F6,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10236,10085,24,Gayathri S,Sonimon D,sea bhavan
vadakkumthala
karunagapalli,Kollam,9605150559,NULL,102,195,1,NULL,NULL,2017-09-05 02:52:33.533,40008A0A-0324-4C61-BD81-D94443625AB1,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10237,10085,125,Anaswar A,Ajayakumar,Kochayyath
Vadakkumthala
Karunagapally,Kollam,9846535947,NULL,102,195,1,NULL,NULL,2017-09-05 02:52:37.567,24741A27-F2B0-46B0-9BEE-CF631CB7C3E1,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10238,10085,126,Rengesh G,Ganesh V,Krishna Bhavanam
Vadakkumthala East
Karunagapally,Kollam,9495051794,NULL,103,196,1,NULL,NULL,2017-09-05 02:53:49.673,8BD0F7B3-995E-4176-B2F0-A06DC89A8D5B,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10239,10085,30,Afiyan A K,Kabeer M,Kattachirayil kadathoor
k s puram,Kollam,9846547883,NULL,107,200,1,NULL,NULL,2017-09-05 02:55:09.627,A7BAF8BF-2E04-4C5F-B4C3-BB13CBE55148,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10240,10085,127,Jesna J,Jaleel,Vayalil Tharayil
Panmana,Kollam,9745117878,NULL,105,198,1,NULL,NULL,2017-09-05 02:55:35.533,45C2D9B5-4C37-4ACC-ADDE-494F93066B12,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10241,10085,128,Jaseem J,Jaleel,Vayalil Tharayil
Panmana,Kollam,9745117878,NULL,102,195,1,NULL,NULL,2017-09-05 02:56:04.003,C2338FAA-3FC5-47A2-875A-E94247984BA7,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10242,10085,31,Ishal Fathima A K,Kabeer M,Kattachirayil kadathoor
k s puram,Kollam,9846547883,NULL,102,195,1,NULL,NULL,2017-09-05 02:56:54.770,E04D0C6F-C179-4DB4-A940-DE7F83DD16F8,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10243,10085,129,Muhammed Irfan,Naseer,Parambil
Vadakkumthala,Kollam,9562177117,NULL,106,199,1,NULL,NULL,2017-09-05 02:57:13.503,36B9B4B0-CEDC-43BE-983B-79AB7EADE9EF,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10244,10085,29,Adithya P,Syam kumar,vinod bhavan
mullakkery
panmana,Kollam,9048342312,NULL,107,200,1,NULL,NULL,2017-09-05 02:58:17.893,3A6AEE54-4E23-4BA5-A369-6A5B2C2416DF,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10245,10085,130,Aromal B,Bijumon,Biju Bhavanam
Panmana
Chavara,Kollam,9545387001,NULL,103,196,1,NULL,NULL,2017-09-05 02:58:18.503,CD6FFE59-97C7-4F80-81AA-7F0522C24AB7,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10246,10085,131,Krishnanjali S,Jalesh Kumar,Manayilazhikath
Edapallykotta,Kollam,9539711409,NULL,102,195,1,NULL,NULL,2017-09-05 03:00:14.707,44992AF6-3F4E-43A8-A36B-B0E26C00754C,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10247,10085,132,Pavithra S,Jyothish,Thaimmoottil
Panackal thuruth
Puthenthura,Kollam,9544428382,NULL,102,195,1,NULL,NULL,2017-09-05 03:01:26.737,01AF5A92-13E2-48A6-8798-7A638E78B751,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10248,10085,32,Sivathmika,syamkumar,"Harivamsam
kollam, panama",Kollam,9633093378,NULL,103,196,1,NULL,NULL,2017-09-05 03:03:06.897,772C68C4-AD65-4948-BDFC-91724025DC29,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10249,10085,121,Adnan Muhammed,Shajimon,Firdouz
Edappallycotta,Kollam,9847803804,NULL,106,199,1,NULL,NULL,2017-09-05 03:03:17.897,D2689CF5-B617-44B9-8C8A-061506839C08,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10250,10085,122,Muhammed Nihas N,Nizamudheen,Nihas Manzil
Panmana,Kollam,9847145013,NULL,103,196,1,NULL,NULL,2017-09-05 03:04:01.647,56448F7A-7B56-4E92-9AB7-3B0C98F66E68,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10251,10085,123,Ashiq Muhammed A,Ashral,Asif Manzil 
Kumalatharabhagom,Kollam,9747823321,NULL,105,198,1,NULL,NULL,2017-09-05 03:05:35.147,FB0A9F3B-3F19-46EB-AF4F-620D97640467,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10252,10085,37,Sumayya S,shihabudeen,vazhuthanathara
thevalakkara,Kollam,9744815924,NULL,105,198,1,NULL,NULL,2017-09-05 03:05:16.660,48FC366F-4805-4187-8B35-05468DD07F25,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10253,10085,124,Dharun Gopi P,Periya Swami,Abida Manzil
Karunagapally,Kollam,9037336268,NULL,102,195,1,NULL,NULL,2017-09-05 03:06:17.410,0237710A-9E0B-4007-880B-5DD2BD477FBF,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10254,10085,38,Sanafathima N,Nizar M N,Mukkattusseril
vadakkumthala,Kollam,9539711329,NULL,105,198,1,NULL,NULL,2017-09-05 03:20:27.693,3BCD3C92-3496-4B0F-960A-A77CD9F95314,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10255,10085,39,Saran A,Anilkumar K,"kottayadiyil veedu
maveli, Panmana",Kollam,8129453828,NULL,105,198,1,NULL,NULL,2017-09-05 03:22:42.803,580915E4-F792-4A37-B048-BC0EC2FAC1EA,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10256,10085,40,Asin N,Nizam,Nizar Manzil
puthukkad
chavara,Kollam,9946525609,NULL,105,198,1,NULL,NULL,2017-09-05 03:24:28.163,4C899191-E8E6-4CE1-B556-0874C730A4C1,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10257,10085,9,Jiney J,Joseph,victoria sadanam
kovilthottam
chavara,Kollam,9744403740,NULL,111,204,1,NULL,NULL,2017-09-05 03:27:39.850,7F4E67C5-04C1-46EB-BA9E-EC2A589FC7B6,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10258,10085,10,Muhammed Irfan B,Bhasheer kunje,Karrli vadakkethil
panmana,Kollam,9847125102,NULL,104,197,1,NULL,NULL,2017-09-05 03:32:39.917,33CEF6D4-5D38-4AFB-87ED-CF9B2BF4519D,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10259,10085,11,Sreelaya S,Sreejith,Kanicheril veedu
vadakkumthala,Kollam,9447559825,NULL,104,197,1,NULL,NULL,2017-09-05 03:36:13.213,3FA93531-3EBF-4D5F-9FD4-20A91A31C51A,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10260,10085,12,Vaiga Manaj,Manoj kumar,Mekkadu
panmana,Kollam,9745163949,NULL,103,196,1,NULL,NULL,2017-09-05 03:37:24.133,7CAE6BB6-B81C-4D53-9157-C65F72FF1986,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10261,10085,17,Adithyan M,Mukundakumar,Iswaryam
edapallicotta,Kollam,9947692312,NULL,104,197,1,NULL,NULL,2017-09-05 04:05:15.437,31567A53-A692-4BD8-A64D-58CDAD8C38CE,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10262,10085,18,Muhammed Fesin,Fasaludeen,Mannathrrayil
panmana,Kollam,9895489542,NULL,104,197,1,NULL,NULL,2017-09-05 04:07:08.967,5D55C64F-C3F8-47B7-8F90-B57990BFE42D,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10263,10085,19,Adhil N ,Navas,Mangalathu mekkathil
edapallicotta,Kollam,9947831999,NULL,104,197,1,NULL,NULL,2017-09-05 04:08:39.327,1C0EF73D-3B38-498B-92BB-94B1FC936F51,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10264,10085,20,Alakananda,Premjith,Adithya
ponmana,Kollam,9744618059,NULL,106,199,1,NULL,NULL,2017-09-05 04:09:56.483,FE99D1F2-6DA2-4A87-BFB5-1F923D879604,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10265,10085,25,Adwaith Krishna P,Padmakumar,Puthen madathil
chavara,Kollam,9846582727,NULL,107,200,1,NULL,NULL,2017-09-05 04:15:15.967,A3087972-6D5D-4361-98D5-809735FBA9D9,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10266,10085,26,Salda Fathima K,NA,Valiyath house
vazhiyil bhagam
panmana,Kollam,9895331005,NULL,104,197,1,NULL,NULL,2017-09-05 04:17:08.953,0C543265-347F-4250-B85A-4D98FCC8C491,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10267,10085,27,Asmi J,Jamees,valiyath house
panmana,Kollam,9447037111,NULL,104,197,1,NULL,NULL,2017-09-05 04:18:36.797,759030D5-EDFF-4ADB-B6AC-2BA6A49230FA,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10268,10085,28,Adarsh A K,Anilkumar,karalathu veedu
vadakkumthala,Kollam,9495571794,NULL,105,198,1,NULL,NULL,2017-09-05 04:20:00.983,7A21D5D6-EA23-4EA9-8EA3-92BA5F2EDB6C,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10269,10085,33,Arjun S,Sajikumar,Sreemangalam
kanichukulagara,Kollam,9747457429,NULL,103,196,1,NULL,NULL,2017-09-05 04:23:51.877,319FF6E8-3142-45AD-8C96-20ADB97014FA,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10270,10085,34,Pavithra B N,Niju,thathwamasi
kanichukulagara,Kollam,9496209431,NULL,103,196,1,NULL,NULL,2017-09-05 04:25:22.173,A10904D0-D4AB-4B6D-A170-99C8C9E157C3,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10271,10085,35,Kanchana M,Manoj,Periyathu veedu
vadakkumthala,Kollam,9567128837,NULL,104,197,1,NULL,NULL,2017-09-05 04:26:49.063,E50D40D4-5122-4348-9217-71070FB63505,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10272,10085,36,Aafiya Muhammad,Muhammad kunje,Aram Kuzhiyil
Thevalakkara,Kollam,9562018958,NULL,103,196,1,NULL,NULL,2017-09-05 04:28:28.580,15188F88-DCE0-497F-8E55-D58B84B5F873,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10273,10085,41,Ansy N,Nizam,Nizar Manzil
puthukkad
chavara,Kollam,9946525609,NULL,105,198,1,NULL,NULL,2017-09-05 04:29:54.047,741F5E3E-BACB-4E4E-8730-E6BC1578147D,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10274,10085,42,Diya Gouri A,Anilkumar A,Kuravante vadakkathil
karunagapalli,Kollam,9446249898,NULL,105,198,1,NULL,NULL,2017-09-05 04:31:44.470,98CE6EAB-569D-4F2B-94B5-9C8E0BD17419,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10275,10085,43,Muhammad Sabith A,Ansar,Anzar manzil
edapallicotta,Kollam,9496820205,NULL,103,196,1,NULL,NULL,2017-09-05 04:33:13.673,A8A47ADD-CF3F-43A5-982B-69B473ADC7F3,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10276,10085,44,Adil Muhammad A,Anvarsadath,Naditharayil
vadakkumthala,Kollam,8547111722,NULL,106,199,1,NULL,NULL,2017-09-05 04:34:41.753,043D4E8E-143E-4B7A-AFA2-291CDE267D72,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10277,10085,45,Aliya Fathima A,Anvarsadth,Naditharayil
vadakkumthala,Kollam,8547111722,NULL,109,202,1,NULL,NULL,2017-09-05 04:37:24.957,37739EEF-885A-418D-BDF6-2A3B216D9BE6,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10278,10085,46,Afiya A,Anvarsadath,Naditharayil
vadakkumthala,Kollam,8547111722,NULL,102,195,1,NULL,NULL,2017-09-05 04:38:10.580,1C2EFC18-804E-4686-97F3-B13AE52A74FD,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10279,10085,47,Prarthana P,Pratheesh,"Karakayil
maveli, panmana",Kollam,9495019826,NULL,102,195,1,NULL,NULL,2017-09-05 04:42:01.127,09B0A179-FED0-42FD-A44E-F698CA1917A5,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10280,10085,48,Chandana J S,Pratheesh,"Karakayil
maveli, panmana",Kollam,9495019826,NULL,105,198,1,NULL,NULL,2017-09-05 04:45:22.130,B3A460E2-80F5-47AF-ACBC-479FEF8E2555,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10281,10085,49,Naveen U,udayakumar,udaya bhavanam
neendakara,Kollam,9995512503,NULL,105,198,1,NULL,NULL,2017-09-05 04:50:05.397,C297C83A-484A-47C1-AF6D-ABEB2568CED0,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10282,10085,50,Navami M,udayakumar,udaya bhavanam
neendakara,Kollam,9995512503,NULL,102,195,1,NULL,NULL,2017-09-05 04:50:49.067,EBDC66FE-DAE0-4646-913F-A4C7EB21F8BB,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10283,10085,51,Abin N,Nahar,chakkayyathu
vadakkumthala,Kollam,9745224980,NULL,106,199,1,NULL,NULL,2017-09-05 05:03:05.443,DA7A1E57-1E06-4572-867A-F8635F7AA69F,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10284,10085,52,Saniya R,Sureshbabu,Mullaveedu
karunagapally,Kollam,9961567129,NULL,106,199,1,NULL,NULL,2017-09-05 05:04:26.490,7FC827D7-F4A2-41B3-8EDB-EF485D9FCAEF,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10285,10085,53,Joel John,John,Rosery villa,Kollam,9495708997,NULL,106,199,1,NULL,NULL,2017-09-05 05:14:21.210,03A8C833-6A3C-4330-B5EC-658D884C4DA3,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10286,10085,53,Joel John,John,Rosery villa,Kollam,9495708997,NULL,106,199,1,NULL,NULL,2017-09-05 05:14:21.477,F71A80FC-4942-4262-82B8-79263E186471,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10287,10085,54,Avani D,Dileep kumar,Kottinara Puthenveedu
chavara,Kollam,9846645500,NULL,109,202,1,NULL,NULL,2017-09-05 05:16:01.790,2561D06E-A1ED-484F-95E7-D0EFC0223170,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10288,10085,55,Advika Jyothinath, Jyothinath,Plathara veedu
chavara,Kollam,9975489500,NULL,105,198,1,NULL,NULL,2017-09-05 05:19:36.773,F7BCB04A-C8C9-4407-9356-F1587EA09D80,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10289,10085,56,Binil A,Anilkumar,Binil bhavanam
panmana,Kollam,9447737408,NULL,105,198,1,NULL,NULL,2017-09-05 05:20:38.167,C4A5E805-6810-4022-8EF4-A798974ADA0E,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10290,10085,57,Aazim Muhammed N,Najeeb N,Nija manzil
panmana,Kollam,9947209714,NULL,103,196,1,NULL,NULL,2017-09-05 05:22:12.807,3DC2EF15-3790-49F2-A674-1CBB4C616ED3,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10291,10085,58,Devi S Krishna,Jayakrishnan,punnakulangara
panmana,Kollam,7510266592,NULL,107,200,1,NULL,NULL,2017-09-05 05:23:39.057,75E38AE8-9374-404B-86F9-9AAAD33AB6D7,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10292,10085,60,Aswini Rengan,Regan,Thengampalli thekkethil
panmana,Kollam,9526936306,NULL,109,202,1,NULL,NULL,2017-09-05 06:15:02.343,965291D8-4A2A-4F29-8330-614EE4C74984,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10293,10085,61,Amina M,Mujeeb,Malamel thekkethil
vadakkumthala,Kollam,9061560101,NULL,105,198,1,NULL,NULL,2017-09-05 06:18:07.470,9F21A065-1C7F-40F9-BC93-75E2DFBD3940,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10294,10085,62,Rony Joseph, Joseph,vadakkekunnil
neendakara,Kollam,9633347019,NULL,109,202,1,NULL,NULL,2017-09-05 06:19:18.360,955BDBCB-006E-41A4-B2D6-E6E5D2F29BD9,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10295,10085,63,Ricky Bernad J,Joseph,vadakkekunnil deepyhibhavan
neendakara,Kollam,9633347019,NULL,107,200,1,NULL,NULL,2017-09-05 06:20:47.957,3695E2AD-B477-458E-8A3B-0EAC186B12BE,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10296,10085,64,Fathima Nazrin,Nizar N,Darulsalam
chavara,Kollam,9947238951,NULL,106,199,1,NULL,NULL,2017-09-05 06:24:28.550,F8718550-2879-4D9A-B153-699C52C9E0EB,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10297,10085,65,Fathimi Shameer,shameer,Karippolil
karunagappalli,Kollam,9961444767,NULL,104,197,1,NULL,NULL,2017-09-05 06:25:34.580,1A45ECF6-88D3-4C16-A30D-4EA5D6974E6B,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10298,10085,66,Nazna Nizar,Nizar,thrayil puthenveedu
karunagapalli,Kollam,9544181969,NULL,103,196,1,NULL,NULL,2017-09-05 06:27:15.223,9E96B010-3CEA-4EAD-B3A2-1B890A2BC26D,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10299,10085,67,Nihal Sakkeer,Sakkeerhussain,Kuttiuattathu
karunagapally,Kollam,9846656208,NULL,102,195,1,NULL,NULL,2017-09-05 06:29:51.300,D462EB29-E52D-4717-A729-244CAF7BC0CE,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10300,10085,68,Nesrin sakkeer,sakeer muhammed,Kuttiuattathu
karunagapally,Kollam,9846656208,NULL,105,198,1,NULL,NULL,2017-09-05 06:31:14.550,B597278E-0AE5-4069-B15C-254154E6B45E,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10301,10085,69,Aliya S,Sukkoor,Malhrk manzil
chavara,Kollam,9747823477,NULL,105,198,1,NULL,NULL,2017-09-05 06:32:51.707,44DA6387-8407-4EAF-B77A-9FBE00A92E3E,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10302,10085,70,Aliya shihab,shihab,kollakathekkethil
thevalakkara,Kollam,9847656068,NULL,104,197,1,NULL,NULL,2017-09-05 06:34:06.767,5920C19D-5158-4906-A5D4-66E7E74CB8B8,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10303,10085,1000,Aswin S Kumar,Aswathy,"Puthumana veedu
maveli,Panmana",Kollam,9605377350,NULL,106,199,1,NULL,NULL,2017-09-08 00:48:44.030,5C84ABB6-00E7-479D-92C9-5153D86C9B00,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10304,10085,1001,Vyshak S,Santhosh Kumar,Santhosh Bhavanam
Thottinu vadakku
chavara,Kollam,9447119850,NULL,105,198,1,NULL,NULL,2017-09-08 00:50:31.547,62DD6254-5EF6-4118-8B3A-7D3DEDD2A1EA,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10305,10085,1002,Ansa N,Noushad,Anzil villa
vadakkumthala 
karunagapally,Kollam,9645110267,NULL,107,200,1,NULL,NULL,2017-09-08 00:52:02.530,87AE2BFC-4A3E-4843-8152-61AFA0CE463B,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10306,10085,1003,Honey Saiju,Saiju,Palavilappadeettathil
kalleli bhagam
karunagapally,Kollam,9656976901,NULL,102,195,1,NULL,NULL,2017-09-08 01:00:04.983,16621F51-B225-4AD6-9529-61764EFDBD81,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10307,10085,1004,Raihana R S,Abdul Rasheed,K V T House
vadakkumthala
karunagapally,Kollam,9567303798,NULL,103,196,1,NULL,NULL,2017-09-08 01:02:08.843,2D096B77-0D2C-4622-986F-C5E789A00EF6,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10308,10085,1005,Sreeraj Karthik,Ajith Kumar,Ajith bhavan
Ayikunnam
sasthamkotta,Kollam,7593802501,NULL,107,200,1,NULL,NULL,2017-09-08 01:03:44.343,BC6DD580-6973-458E-A693-1809342B5366,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10309,10085,1006,Srutha Keerthi,Ajith Kumar,Ajith bhavanm
Ayikunnam
Sasthamkotta,Kollam,7593802501,NULL,109,202,1,NULL,NULL,2017-09-08 01:13:37.220,FE328315-AD63-4D93-AA68-884DB51F2BE9,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10310,10085,1007,Jsla Fathima S,Sameesh,"Mukkkadayil
koivila,kollam",Kollam,9744714205,NULL,102,195,1,NULL,NULL,2017-09-08 01:20:43.657,CBE35CAC-BDE7-41EC-A740-86A082A514A1,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10311,10085,1008,Akhil S,Sasidharanpillai,"Chempakathil puthen veedu
manakkara,sasthamkotta",Kollam,9207643562,NULL,109,202,1,NULL,NULL,2017-09-08 01:29:02.270,F4907D31-EF91-4DD0-809A-6F7F273FB12E,0,20132,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10312,10085,1009,Muhammed satwan A,Abdul Raheem H,Muhammed manzil
kizakke koyikkal ayyam
mukundapuram
chavara,Kollam,8281668785,NULL,106,199,1,NULL,NULL,2017-09-08 01:48:24.360,AFAEF482-5B5B-4E4F-B896-B2858DCB3326,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10313,10085,1010,Abhimanyu A,Abhilash,palappazhiji thekkethil
koivila,Kollam,9744230295,NULL,102,195,1,NULL,NULL,2017-09-08 02:01:25.783,38B7EA13-5C8A-4442-B228-E5F9167FB276,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10314,10085,1011,Sreenandhana S R,Sreekumar,Kottolil house
chavara,Kollam,8547616846,NULL,106,199,1,NULL,NULL,2017-09-08 02:02:45.580,56926461-9296-41E1-AEC2-F3FBFB54BB53,0,20120,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10315,10085,1012,Naziya M,Iqbal,Harees Manzil
chavara,Kollam,9633519770,NULL,106,199,1,NULL,NULL,2017-09-08 02:04:15.797,9454FE55-9D36-4C65-BC16-AF77D147159D,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10316,10085,1013,Abhinek V R,Renjith,Vadikkattu house
puthenchira
thrissur,Kollam,9605137631,NULL,103,196,1,NULL,NULL,2017-09-08 02:06:14.407,DF3CF9F5-B31E-46E0-A48C-6391FE15BE7B,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10317,10085,1014,Ananya S,Shinil V,S V Bhavan
panmana manayil
chavara,Kollam,8086020475,NULL,103,196,1,NULL,NULL,2017-09-08 02:08:20.707,B5FAF2D8-8DDB-42F2-981E-DBF16FEC6A42,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10318,10085,1015,Sreelekshmi S,Subhash S,Nadayil kizhakkethil
karunagapally,Kollam,4762664944,NULL,105,198,1,NULL,NULL,2017-09-08 02:14:41.677,BB333D20-E470-48D8-A6EC-756CA46DA099,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10319,10085,1016,Abhay Sanju,sanju,uthralayam
kalleli bhagam
karunagapally,Kollam,9744619525,NULL,108,201,1,NULL,NULL,2017-09-08 02:21:00.600,853BA2B9-24F5-4F3E-A3F4-961DC2CFBC78,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10320,10085,1017,Aliya Nesrin,Shihab H,Neelrvelil
vadakkumthala
karunagapally,Kollam,9847903348,NULL,102,195,1,NULL,NULL,2017-09-08 02:27:32.337,B5BAE326-9351-4C84-BC7B-FAC19E02CADA,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10321,10085,1018,Fathima N,A K Nazar,kannimel puthen veedu
panmana,Kollam,9895703947,NULL,106,199,1,NULL,NULL,2017-09-08 02:32:45.867,6742065A-44E8-4801-BBE2-DF04DFCA7291,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10322,10085,1019,Ameer Muhammed N,A K Nazar,Kannimel puthen veedu
panmana,Kollam,9895703947,NULL,102,195,1,NULL,NULL,2017-09-08 02:34:26.037,5465B248-1EF6-498A-B700-55379CB6C08B,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10323,10085,1020,Diya Fathima S,Shanavas  S,Kunnel padeettathil
vadakkumthala,Kollam,96560419,NULL,102,195,1,NULL,NULL,2017-09-08 02:38:33.707,CE68B9BA-BCD1-49FF-88AC-6E9B00ADA010,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10324,10085,1021,Mydhili dileep,dileep,Areepurath house
kalleli bhagam,Kollam,9447693673,NULL,102,195,1,NULL,NULL,2017-09-08 02:39:44.427,1CF71CE0-D1B8-429A-B7A2-43220A667CDA,0,20150,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10325,10085,1022,Al Hisan Muhammed,Noushad,Kottackath kizhakkathil
Alumkadav,Kollam,9847931151,NULL,102,195,1,NULL,NULL,2017-09-08 02:44:31.833,3D1B1BF2-48C3-4170-BEBE-1E8B4F2DA7E3,0,20150,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10326,10085,1023,Akshayjyothin A,Aji P,Aji Bhavanam
karunagapally,Kollam,9400402826,NULL,102,195,1,NULL,NULL,2017-09-08 02:47:56.897,DDCD28C2-DCEA-4665-A341-0681D3DB55AA,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
